,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
109279,France,"With a nutty flavor fresh apples and pears and a touch of honey, this is a delicious wine. It is full of ripe fruit that has not lost its crisp, cool character. The wine has a mineral edge that gives it a fine tang as well as a tight texture. It's fresh although there are indications of bottle age which means it is ready to drink.",L'Ancestrale Brut,91,,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vincent Carême 2013 L'Ancestrale Brut  (Vouvray),Chenin Blanc,Domaine Vincent Carême,white,no
109371,US,"Drinks dry and bitter, with lemony, citrus flavors and an almond-skin tart finish. This is an austere, steely wine of integrity and fine structure. It's a nice palate cleanser, and stimulates the appetite. —S.H.",Dry,85,12.0,California,Monterey,Central Coast,,,Ventana 2000 Dry Chenin Blanc (Monterey),Chenin Blanc,Ventana,white,no
109376,South Africa,"Strong oak-driven aromas of toasted brioche, vanilla cream and sweet spice dominate the nose. The lush, creamy palate is filled with more of the same, but is supported by peach and mushy pear fruit flavors. A decadent choice that's a good match for salmon or rich seafood.",Chenin Blanc,89,15.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Vinum Africa 2010 Chenin Blanc (Stellenbosch),Chenin Blanc,Vinum Africa,white,no
109397,South Africa,"There's a strong herbal backbone to the core of this wine, surrounded by fleshy notes of melon and white peach. The earthy notes mix with a lime rind freshness on the palate, with a nice tropical fruit flavor that stays well into the close. Drink now.",Chenin Blanc,89,18.0,Swartland,,,Lauren Buzzeo,@laurbuzz,Spice Route 2010 Chenin Blanc (Swartland),Chenin Blanc,Spice Route,white,no
109774,France,"The 34-acre vineyard of Tania and Vincent Carême is run organically. This wine, from a parcel of old vines, is dry with signs of its wood aging attractively melding into the apple and spice fruits. With intense acidity and a tight texture, the wine is still fruity and young. It can be drunk now although it is worth waiting until 2022 for a more mature perspective.",Le Peu Morier,92,40.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vincent Carême 2014 Le Peu Morier  (Vouvray),Chenin Blanc,Domaine Vincent Carême,white,no
110200,South Africa,So fresh and inviting with lovely sweet pea and grass florals alongside soft notes of ripe nectarine and melon. The prickly mouth is loaded with orange oil citrus and a hint of banana unfolds on the long finish. A very clean and satisfying hand-picked Chenin Blanc that's a versatile wine for food pairing.,Original Unwooded,87,13.0,Coastal Region,,,Lauren Buzzeo,@laurbuzz,Raats Family 2009 Original Unwooded Chenin Blanc (Coastal Region),Chenin Blanc,Raats Family,white,no
111281,France,"This is an off-dry wine, which is not indicated on the label. Honey and lemon flavors partner with ripe pears and lively acidity. The balance is just right, giving a wine that is ready to drink.",Les Dîmes,86,16.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Cave des Producteurs de Vouvray 2014 Les Dîmes  (Vouvray),Chenin Blanc,Cave des Producteurs de Vouvray,white,no
111676,US,"This old-vines wine is really clean and light on the nose, with aromas of red apple, fresh-cut white sapote and blanched almonds. The laser-focused palate is dominated by a refreshing texture, like sipping an ice-cold martini or licking a steel knife, with sea salt and lemon peel flavors most prevalent.",Old Vines Ernesto Wickenden Vineyard,92,25.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Foxen 2013 Old Vines Ernesto Wickenden Vineyard Chenin Blanc (Santa Maria Valley),Chenin Blanc,Foxen,white,no
111705,France,"This is a dry wine, although still retaining those enticing honey flavors that are typical of Loire Chenin Blanc. Apple and ripe pear flavors are laced with intense acidity. Its delicate white-flower perfumes are ethereal. Drink now.",Chenin Blanc,91,20.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Clos du Gaimont 2016  Vouvray,Chenin Blanc,Clos du Gaimont,white,no
111740,France,"This is a delicious wine, fruity and with good depth of flavor to show both crisp acidity and riper white and yellow fruits. The aftertaste of this fine wine is soft and creamy. Drink now.",Brut,88,17.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine de la Gaverie NV Brut  (Vouvray),Chenin Blanc,Domaine de la Gaverie,white,no
111747,France,"This is the weak link in an otherwise increasingly enjoyable range of wines from Barton & Guestier. Positioned somewhere between off dry and medium sweet, it has an edge of bitter sulphur along with almond and quince fruit flavor. The final acidity jars.",Chenin Blanc,81,10.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Barton & Guestier 2011  Vouvray,Chenin Blanc,Barton & Guestier,white,no
112143,US,"From organic grapes, this fresh, slightly sweet Chenin Blanc marries lemongrass, pear and citrus skin flavors with a hint of butterscotch. Very nice through the midpalate, then a quick fade.",Areté Vineyards Dry,87,16.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Tagaris 2008 Areté Vineyards Dry Chenin Blanc (Columbia Valley (WA)),Chenin Blanc,Tagaris,white,no
112400,US,"Ballentine consistently makes one of the best Chenins in California, and while this 2009 seems rushed to market, it's a good alternative to Sauvignon Blanc or Pinot Grigio. Shows bright, zesty acidity framing citrus, green bean and wildflower flavors, and the finish is totally dry.",Estate Grown,87,15.0,California,Napa Valley,Napa,,,Ballentine 2009 Estate Grown Chenin Blanc (Napa Valley),Chenin Blanc,Ballentine,white,no
112495,US,"Organically farmed grapes from an estate vineyard comprise this 100% varietal wine, another unusual offering from the Napa Valley. Dry, as advertised, it's fruity and medium bodied, with a taste of waxy apricot and melon.",Old Vines Dry,88,35.0,California,St. Helena,Napa,Virginie Boone,@vboone,Casa Nuestra 2014 Old Vines Dry Chenin Blanc (St. Helena),Chenin Blanc,Casa Nuestra,white,no
112626,South Africa,"There's a sweet edge to the nose of this wine, with aromas of sweet pineapple, guava and mango. The palate is cleaner with a more crisp, acidic edge that stays through the close.",Fynbos,85,14.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Xavier Flouret 2010 Fynbos Chenin Blanc (Stellenbosch),Chenin Blanc,Xavier Flouret,white,no
112702,South Africa,"Here's a light and easy-drinking white with soft notes of green plum, citrus and melon rind in the nose and mouth. A hint of tropical fruit acidity unfolds on the brisk finish. Drink now.",Chenin Blanc,86,10.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Indaba 2010 Chenin Blanc (Western Cape),Chenin Blanc,Indaba,white,no
112726,France,"An off-dry wine, nuts and pear flavors, laced with almonds. The wine is soft, with hints of red currants and a gentle, ripe aftertaste. Screwcap.",Roc de Châteauvieux,84,,Loire Valley,Vouvray,,Roger Voss,@vossroger,Pierre Chainier 2009 Roc de Châteauvieux  (Vouvray),Chenin Blanc,Pierre Chainier,white,no
113256,France,"Like most Savennières, this is a dry wine. Yet it is so rich, rounded and packed with ripe tropical fruits. The texture is opulent, smooth, creamy and concentrated. It needs to age for at least fours years.",Château de la Mulonnière l'Effet Papillon,91,38.0,Loire Valley,Savennières,,Roger Voss,@vossroger,Guy Saget 2009 Château de la Mulonnière l'Effet Papillon  (Savennières),Chenin Blanc,Guy Saget,white,no
113758,US,"Chenin Blanc may arguably be the least-appreciated great white grape in the world; outside of the Loire valley, no one bothers to showcase it. But Washington state has some Chenin vines approaching 30 years of age, and that fruit is the centerpiece of this ripe, round, floral and slightly spritzy offering from Pacific Rim. Fruit flavors of ripe pear and key lime make this a vivacious and lip-smacking crowd-pleaser, lifted with natural acids and finished at just 12.5% alcohol.",Chenin Blanc,89,11.0,America,,,Paul Gregutt,@paulgwine ,Pacific Rim 2006 Chenin Blanc (America),Chenin Blanc,Pacific Rim,white,no
113768,New Zealand,"James Millton's Chenin Blanc is a unique Kiwi classic, and displays the variety's hallmark wooly character. It's buoyed by apple and melon notes, finishing with citrusy acids.",Te Arai Vineyard,89,24.0,Gisborne,,,Joe Czerwinski,@JoeCz,Millton 2007 Te Arai Vineyard Chenin Blanc (Gisborne),Chenin Blanc,Millton,white,no
114354,US,"Aromas of the underside of a pineapple and freshly cut mango are followed by just off-dry, exuberant tropical fruit flavors. It's a mouthful of fruit that goes down easy.",Hahn Hill Vineyard,89,14.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Pacific Rim 2014 Hahn Hill Vineyard Chenin Blanc (Yakima Valley),Chenin Blanc,Pacific Rim,white,no
114556,France,"This is a very fine, medium dry wine. It is superbly balanced between honeyed ripeness and tight, bright acidity. Crisp apples dominate the fruit profile of this young wine. That makes it delicious now but the wine is set to age well into a mature wine with great complexity. If you can wait, it will be more mature from 2019.",Clos le Vigneau,92,,Loire Valley,Vouvray,,Roger Voss,@vossroger,Alexandre Monmousseau 2014 Clos le Vigneau  (Vouvray),Chenin Blanc,Alexandre Monmousseau,white,no
114680,France,"Although it is dry, this wine with its gentle mousse has a light touch of honey to go with the ripe pear and cantaloupe flavors. It has a crisp edge, lightly toasty, dry and with tight acidity at the end.",Cuvée T Brut,87,25.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vincent Carême 2014 Cuvée T Brut  (Vouvray),Chenin Blanc,Domaine Vincent Carême,white,no
114949,South Africa,"Attractively ripe aromas of melon and softly baked apples lead the nose, with a touch of sweet smokiness, almost like cured bacon, following close behind. Medium weight with balanced, lifting acidity and a spice-infused clementine rind finish.",Robusto,90,21.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Rudera 2009 Robusto Chenin Blanc (Stellenbosch),Chenin Blanc,Rudera,white,no
114955,Mexico,Honey on the nose and palate is the most distinguished component of this otherwise generic white wine that runs sweet and basic. Mild additional notes of melon and mango don't improve the overall take-away.,Estate Bottled,82,11.0,Valle de Guadalupe,,,Michael Schachner,@wineschach,L.A. Cetto 2011 Estate Bottled Chenin Blanc (Valle de Guadalupe),Chenin Blanc,L.A. Cetto,white,no
115079,France,"A ripe and honeyed wine, this is dry and with acidity along with fresh fruitiness. It's crisply textured, refreshingly perfumed and with delicious, pure apple flavors and acidity. It's a wine to drink now, although better to age until 2017.",Clos du Midi,91,17.0,Loire Valley,Saumur,,Roger Voss,@vossroger,Château de Brézé 2013 Clos du Midi  (Saumur),Chenin Blanc,Château de Brézé,white,no
115271,US,"L'Ecole has been carrying the banner for Washington Chenin high since 1987. Coming from vineyards planted in 1978 and 1979, the aromas are fresh and lively, with notes of sliced pear, passion fruit, flower and apple. The palate is full in feel and redolent with fruit flavors that sail on the finish. It's a one-wine charm offensive.",Old Vines,90,15.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,L'Ecole No. 41 2016 Old Vines Chenin Blanc (Columbia Valley (WA)),Chenin Blanc,L'Ecole No. 41,white,no
115540,South Africa,"This wine starts with a curvy nose of pineapple, apricot and melon, leading into a very pretty interplay of tropical melon and spice on the palate. Elegant with a cheerful overall character, this Chenin balances acid and fruit well, creating a rounded wine with a delicate edge. Overall, dependable and fun.",Chenin Blanc,88,11.0,Stellenbosch,,,Susan Kostrzewa,@suskostrzewa,Winery of Good Hope 2008 Chenin Blanc (Stellenbosch),Chenin Blanc,Winery of Good Hope,white,no
116167,France,"This is a sweet, botrytized wine, treading the line between richness and intense acidity. A dry edge and flavors of ripe yellow fruits and a touch of maple syrup give the wine both complexity and aging potential.",Château de la Mulonnière à la Faveur d'Automne,90,42.0,Loire Valley,Coteaux du Layon Beaulieu,,Roger Voss,@vossroger,Guy Saget 2009 Château de la Mulonnière à la Faveur d'Automne Chenin Blanc (Coteaux du Layon Beaulieu),Chenin Blanc,Guy Saget,white,no
116590,US,"A fresh green-apple aroma and vivid citrus and crisp apple flavors are supported by vibrant acidity in this medium-bodied wine. The texture is smooth but crisp, making lots of good food pairings come to mind, from pre-meal cheese, to salads, seafood and veggie pastas.",Chenin Blanc,90,15.0,California,Mendocino County,,Jim Gordon,@gordone_cellars,Graziano 2012 Chenin Blanc (Mendocino County),Chenin Blanc,Graziano,white,no
116767,France,"A bright, light and fruity wine that is ready to drink. It has flavors of currants, juicy orange as well as a mineral texture and a touch of bitter marmalade. Drink now.",Le P'tit Chenin,86,11.0,Loire Valley,Anjou,,Roger Voss,@vossroger,Château de la Roulerie 2013 Le P'tit Chenin Chenin Blanc (Anjou),Chenin Blanc,Château de la Roulerie,white,no
117182,France,"This is a medium-sweet wine, although that is not indicated on the label. Balanced with good acidity and candied fruit, it has a tangy orange-zest aftertaste. Drink this attractive wine now.",Les Fosses d'Hareng,88,18.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Cave des Producteurs de Vouvray 2014 Les Fosses d'Hareng  (Vouvray),Chenin Blanc,Cave des Producteurs de Vouvray,white,no
117403,France,"A well-balanced off-dry Vouvray. It has almond as well as ripe pear and apple flavors, laced with the acidity of 2010, although never losing its delicate sweetness. This should age for 3–4 years. Screwcap.",Demi-Sec,88,16.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Château Moncontour 2010 Demi-Sec  (Vouvray),Chenin Blanc,Château Moncontour,white,no
117575,France,"From ungrafted vines, this is an off-dry wine, fresh, showing great currant and sultana flavors, as well as intense acidity from young Chenin Blanc. This is a concentrated, deliciously ripe wine that needs several years aging.",Authentique Vignes Françaises,90,,Loire Valley,Anjou,,Roger Voss,@vossroger,Domaine Philippe Delesvaux 2005 Authentique Vignes Françaises Chenin Blanc (Anjou),Chenin Blanc,Domaine Philippe Delesvaux,white,no
